2a06:a005:24d0::/44,NO,NO-38,Sandefjord,
2a05:dfc7:6200::/39,NO,NO-38,Sandefjord,
2a06:a005:2550::/44,NO,NO-38,Sandefjord,
2a06:a005:2540::/44,NO,NO-38,Sandefjord,
2a0e:b107:1d40::/48,NO,NO-38,Sandefjord,
